plantid	sites	rate
A2358:250412449	3750	0.011669664473807
A2365:250412450	15510	0.048265732263666
A2366:250412451	0	0
A2367:250412452	19792	0.0615909331374904
A2373:250412453	25798	0.0802810677587398
A2380:250441899	15872	0.0493922438742041
A2381:250441900	15955	0.0496505324478911
A2382:250412454	23170	0.0721029668954958
A2383:250412455	21426	0.066675794937544
A2384:250412456	22102	0.0687794464533556
A2386:250412457	16779	0.0522147467216023
A2387:250412458	16134	0.0502075644321075
A2388:250412459	6660	0.0207253241054813
A2389:250412460	24503	0.0762511436271184
A2390:250412461	25309	0.0787593435113554
A2392:250412462	22359	0.0695792074586272
A2394:250412463	17280	0.0537738138953029
A2396:250412464	3638	0.011321130494856
A2397:250412465	4848	0.0150865422317378
A2398:250412466	21906	0.0681695119901913
A2399:250412467	20602	0.0641115806638328
A2400:250412468	20415	0.0635296533954056
A2404:250441901	19128	0.059524624547995
A2405:250412469	25668	0.0798765193903145
A2406:250412470	25644	0.0798018335376821
A2408:250412471	10036	0.031231134042434
A2409:250412472	20421	0.0635483248585637
A2410:250412473	14350	0.0446559160531016
A2412:250412474	9068	0.0282188046529286
A2415:250412475	16454	0.051203375800539
A2416:250412476	17278	0.0537675900742502
A2417:250412477	23323	0.0725790892060272
A2418:250412478	23449	0.0729711899323471
A2420:250412479	18528	0.0576574782321859
A2421:250412480	14203	0.0441984652057284
A2423:250412481	15696	0.0488445476215668
A2424:250412482	19985	0.0621915318690757
A2425:250412483	21797	0.0678303137428193
A2426:250412484	9288	0.0289034249687253
A2427:250412485	22058	0.0686425223901962
A2428:250412486	22595	0.0703136183428454
A2429:250412487	14501	0.0451258145425803
A2430:250412488	17250	0.0536804565795124
A2435:250412489	23646	0.0735842363060377
A2436:250412490	17418	0.054203257547939
A2437:250412491	21624	0.067291953221761
A2438:250412492	16091	0.0500737522794745
A2441:250412493	28062	0.0873264331903929
A2442:250412494	28023	0.0872050686798653
A2443:250412495	15240	0.0474255164215518
A2444:250412496	21371	0.0665046398585948
A2445:250412497	15374	0.0478425124320826
A2446:250412498	18421	0.0573245038058666
A2447:250412499	17279	0.0537707019847765
A2448:250412500	18582	0.0578255214006087
A2449:250412501	14934	0.0464732718004892
A2451:250412533	0	0
A2453:250412534	0	0
A2454:250412535	22964	0.071461913327068
A2455:250412536	20013	0.0622786653638135
A2456:250412537	28823	0.0896945971009442
A2457:250412538	21250	0.0661280986849066
A2461:250412539	24885	0.0774398934481836
A2464:250412540	27159	0.0845163779851002
A2469:250412541	54	0.000168043168422821
A2470:250412542	15449	0.0480759057215587
A2473:250412543	0	0
A2474:250412544	16034	0.0498963733794726
A2477:250412545	22573	0.0702451563112657
A2479:250412546	21487	0.0668656214796512
A2483:250412547	21299	0.0662805823006977
A2484:250412548	27067	0.0842300822166761
A2485:250412549	31787	0.0989182999010412
A2486:250412550	455	0.00141591928948859
A2487:250412551	0	0
A2489:250412552	0	0
A2490:250412553	16969	0.0528060097216085
A2491:250412554	22665	0.0705314520796898
A2493:250412555	26116	0.0812706553061186
A2497:250412556	30821	0.0959121943325885
A2498:250412557	32269	0.100418240774741
A2501:250412558	19475	0.0606044575006379
A2502:250412559	23019	0.0716330684060172
A2505:250441902	25326	0.0788122459903033
A2508:250412561	24167	0.0752055416902653
A2510:250441903	16759	0.0521525085110753
A2511:250412562	17234	0.0536306660110909
A2512:250412563	17254	0.0536929042216178
A2514:250412564	27668	0.0861003404430116
A2516:250412565	26894	0.0836917216956178
A2519:250441904	13268	0.0412888288635925
A2522:250412566	274	0.000852663484219502
A2525:250412567	23703	0.0737616152060396
A2526:250412569	20437	0.0635981154269852
A2527:250412570	5139	0.0159921081949052
A2530:250412571	23897	0.0743653258481512
A2532:250412572	28386	0.0883346922009298
A2534:250412573	23071	0.0717948877533873
A2536:250412574	17778	0.0553235453374245
A2537:250412575	29182	0.0908117729799033
A2538:250412576	20984	0.0653003304848979
A2539:250412577	19630	0.061086803632222
A2540:250412578	18789	0.0584696868795628
A2542:250412579	16054	0.0499586115899996
A2545:250412580	21745	0.0676684943954491
A2549:250412581	22173	0.0690003921007263
A2551:250412582	23108	0.0719100284428622
A2552:250412583	23324	0.0725822011165535
A2554:250412584	19541	0.0608098435953769
A2555:250412585	26499	0.0824625170377101
A2556:250412586	21674	0.0674475487480784
A2557:250412587	21862	0.0680325879270319
A2558:250412588	24227	0.0753922563218462
A2559:250412589	24376	0.0758559309902722
A2561:250412590	22848	0.0711009317060116
A2562:250412591	24193	0.0752864513639504
A2563:250412592	23670	0.0736589221586701
A2564:250412593	25541	0.0794813067534682
A2568:250412594	21614	0.0672608341164975
A2569:250412595	20768	0.0646281578112066
A2572:250412596	21277	0.066212120269118
A2573:250412597	30852	0.0960086635589054
A2576:250412598	17569	0.0546731560374176
A2577:250412599	19696	0.061292189726961
A2578:250412600	16663	0.0518537651005458
A2579:250412601	19679	0.061239287248013
A2580:250412602	20156	0.0627236685690813
A2581:250412603	23753	0.073917210732357
A2582:250412604	27939	0.086943668195652
A2583:250412605	25406	0.0790611988324112
A2584:250412606	0	0
A2585:250412607	5	1.55595526317427e-05
A2586:250412608	17457	0.0543246220584666
A2587:250412609	26020	0.0809719118955892
A2588:250412610	26115	0.0812675433955923
A2589:250412611	17512	0.0544957771374157
A2590:250412612	20762	0.0646094863480485
A2591:250412613	27435	0.0853752652903724
A2592:250412614	183	0.000569479626321784
A2593:250412615	7968	0.0247957030739452
A2594:250412616	21138	0.0657795647059556
A2595:250412617	27654	0.0860567736956427
A2596:250412618	18254	0.0568048147479664
A2597:250412619	21482	0.0668500619270195
A2598:250412620	21514	0.0669496430638626
A2599:250412621	2	6.22382105269709e-06
A2600:250412622	0	0
A2601:250412623	24	7.46858526323651e-05
A2602:250412624	18072	0.0562384470321709
A2604:250412625	18964	0.0590142712216738
A2605:250412626	23081	0.0718260068586508
A2606:250412627	22209	0.0691124208796749
A2609:250412628	18691	0.0581647196479807
A2610:250442124	16344	0.0508610656426406
A2611:250442125	11698	0.0364031293372253
A2612:250442126	9643	0.030008153205579
A2613:250442128	15917	0.0495322798478898
A2615:250442129	12100	0.0376541173688174
A2616:250442130	13828	0.0430314987583477
A2617:250442131	21594	0.0671985959059705
A2618:250442132	15289	0.0475780000373429
A2620:250442133	12371	0.0384974451214579
A2621:250442134	13370	0.0416062437372801
A2622:250442136	10299	0.0320495665108637
A2624:250442137	18490	0.0575392256321846
A2625:250442138	13825	0.0430221630267687
A2626:250442139	18758	0.058373217653246
A2627:250441905	16215	0.0504596291847417
A2628:250442140	15883	0.049426474889994
A2629:250442141	15316	0.0476620216215543
A2630:250442142	11312	0.0352019318740548
A2631:250442143	13913	0.0432960111530873
A2632:250442144	13677	0.0425616002688691
A2633:250442145	13413	0.0417400558899131
A2634:250442146	18032	0.056113970611117
A2637:250442147	19780	0.0615535902111743
A2639:250442148	18805	0.0585194774479844
A2640:250442149	16106	0.0501204309373697
A2641:250442150	12925	0.040221443553055
A2642:250442151	7619	0.0237096463002496
A2643:250442152	15769	0.0490717170899902
A2644:250442153	15752	0.0490188146110423
A2645:250442154	15138	0.0471081015478643
A2646:250442155	22321	0.0694609548586259
A2647:250442156	18445	0.0573991896584989
A2648:250442157	15333	0.0477149241005023
A2649:250442158	15881	0.0494202510689413
A2650:250442159	14235	0.0442980463425716
A2651:250442160	11919	0.0370908615635483
A2652:250442161	15375	0.0478456243426089
A2654:250442162	14073	0.0437939168373031
A2655:250442163	22017	0.0685149340586159
A2656:250442164	12196	0.0379528607793469
A2657:250442165	11010	0.0342621348950975
A2658:250442166	14586	0.0453903269373199
A2660:250442167	10757	0.0334748215319313
A2661:250442168	11867	0.0369290422161782
A2662:250442169	14215	0.0442358081320446
A2663:250442170	14046	0.0437098952530917
A2665:250442171	17494	0.0544397627479415
A2666:250442172	11011	0.0342652468056238
A2667:250442173	13799	0.0429412533530836
A2669:250442174	12584	0.0391602820635701
A2670:250442175	12725	0.0395990614477853
A2671:250442176	14342	0.0446310207688909
A2673:250442177	11789	0.036686313195123
A2674:250442178	13416	0.0417493916214921
A2675:250442179	17645	0.0549096612374201
A2676:250442180	12090	0.0376229982635539
A2677:250442181	16404	0.0510477802742216
A2678:250442182	13082	0.0407100135056917
A2680:250441906	16287	0.0506836867426388
A2681:250442183	14999	0.0466755459847018
A2682:250442184	13306	0.0414070814635938
A2683:250442185	12995	0.0404392772898994
A2684:250442186	17846	0.0555351552532162
A2685:250442187	17975	0.0559365917111151
A2686:250442188	17572	0.0546824917689967
A2687:250442189	8027	0.0249793057949998
A2688:250442190	15165	0.0471921231320757
A2689:250412660	20017	0.0622911130059189
A2692:250412661	24165	0.0751993178692126
A2693:250412662	17299	0.0538329401953035
A2696:250412663	18633	0.0579842288374525
A2697:250412664	23905	0.074390221132362
A2700:250412665	20870	0.0649455726848942
A2701:250412666	19954	0.0620950626427589
A2702:250412667	19891	0.0618990122795989
A2703:250412668	18962	0.0590080474006211
A2704:250412669	18933	0.058917801995357
A2707:250412670	13953	0.0434204875741413
A2709:250412671	11650	0.0362537576319606
A2712:250412672	15704	0.0488694429057776
A2715:250412673	14842	0.0461869760320651
A2716:250412674	12794	0.0398137832741033
A2717:250412675	15357	0.0477896099531346
A2718:250412676	22334	0.0695014096954684
A2719:250412677	21441	0.0667224735954392
A2721:250412678	21854	0.0680076926428211
A2722:250412679	15517	0.0482875156373504
A2723:250412680	14304	0.0445127681688896
A2725:250412681	13283	0.0413355075214877
A2726:250412682	13948	0.0434049280215095
A2727:250412683	17572	0.0546824917689967
A2729:250441907	11511	0.0358212020687981
A2730:250412684	25437	0.079157668058728
A2731:250412685	18491	0.057542337542711
A2732:250441908	16106	0.0501204309373697
A2735:250412686	15998	0.049784344600524
A2736:250412687	7564	0.0235384912213004
A2737:250412688	16608	0.0516826100215967
A2741:250412689	16548	0.0514958953900157
A2744:250412690	16415	0.0510820112900114
A2747:250412691	20941	0.0651665183322649
A2748:250412692	26224	0.0816067416429643
A2750:250412693	18721	0.0582580769637711
A2752:250412694	17378	0.054078781126885
A2753:250412696	14180	0.0441268912636224
A2757:250412697	15300	0.0476122310531328
A2758:250412698	16286	0.0506805748321124
A2761:250412699	25522	0.0794221804534676
A2762:250441909	13257	0.0412545978478027
A2767:250412700	13709	0.0426611814057122
A2768:250412701	13055	0.0406259919214803
A2769:250412702	17381	0.0540881168584641
A2770:250412704	19278	0.0599914111269473
A2773:250412705	15991	0.0497625612268396
A2774:250412706	11812	0.036757887137229
A2776:250412707	18590	0.0578504166848195
A2779:250412708	15634	0.0486516091689332
A2783:250412709	21700	0.0675284584217635
A2784:250412710	16971	0.0528122335426612
A2785:250412711	16690	0.0519377866847572
A2786:250412712	0	0
A2787:250412713	15916	0.0495291679373635
A2788:250412714	12819	0.039891581037262
A2790:250412715	15832	0.0492677674531502
A2791:250412716	20291	0.0631437764901384
A2793:250412717	15953	0.0496443086268384
A2797:250412718	16682	0.0519128914005465
A2798:250412719	19586	0.0609498795690626
A2799:250412720	17002	0.052908702768978
A2800:250412721	13512	0.0420481350320216
A2803:250412722	16656	0.0518319817268614
A2804:250412723	20442	0.063613674979617
A2806:250412724	23894	0.0743559901165722
A2807:250412725	12776	0.039757768884629
A2808:250412726	16182	0.0503569361373722
A2811:250412727	5450	0.0169599123685996
A2813:250412728	13952	0.0434173756636149
A2818:250412729	15136	0.0471018777268116
A2819:250412730	19747	0.0614508971638047
A2820:250441910	12649	0.0393625562477828
A2822:250412731	22448	0.0698561674954722
A2823:250412732	19837	0.0617309691111761
A2824:250412733	16992	0.0528775836637145
A2827:250412734	12337	0.038391640163562
A2828:250412735	14454	0.0449795547478419
A2829:250441911	10362	0.0322456168740236
A2831:250412736	15796	0.0491557386742016
A2833:250412737	17550	0.054614029737417
A2834:250412738	16637	0.0517728554268608
A2835:250412739	17190	0.0534937419479315
A2837:250412740	17479	0.0543930840900462
A2841:250412741	14729	0.0458353301425877
A2842:250412742	14073	0.0437939168373031
A2844:250412743	17162	0.0534066084531938
A2846:250412744	21306	0.0663023656743821
A2848:250412745	14564	0.0453218649057402
A2850:250412746	17772	0.0553048738742664
A2851:250412747	16740	0.0520933822110747
A2854:250412748	19981	0.0621790842269703
A2855:250412749	11697	0.0364000174266989
A2856:250412750	16853	0.0524450281005521
A2857:250412751	11396	0.035463332358268
A2858:250412752	11642	0.0362288623477498
A2860:250441912	15811	0.0492024173320969
A2863:250441913	12424	0.0386623763793543
A2865:250412753	10392	0.0323389741898141
A2866:250412754	15761	0.0490468218057794
A2867:250412755	9499	0.0295600380897848
A2868:250412787	20090	0.0625182824743423
A2869:250412788	22077	0.0687016486901969
A2870:250412789	19690	0.0612735182638029
A2874:250412790	18779	0.0584385677742994
A2875:250412791	27060	0.0842082988429917
A2876:250412792	16922	0.0526597499268701
A2878:250412793	16268	0.0506245604426382
A2879:250412794	28528	0.0887765834956713
A2880:250412795	30170	0.0938863405799356
A2881:250412796	23565	0.0733321715534035
A2883:250412797	23356	0.0726817822533967
A2884:250412798	19612	0.0610307892427477
A2886:250412799	19941	0.0620546078059164
A2888:250412800	22270	0.0693022474217821
A2889:250412801	18292	0.0569230673479676
A2891:250412802	23713	0.0737927343113031
A2892:250412803	26237	0.0816471964798068
A2893:250412804	22967	0.0714712490586471
A2894:250441914	13591	0.0422939759636031
A2895:250412805	18718	0.0582487412321921
A2896:250412806	17785	0.0553453287111089
A2897:250441915	12809	0.0398604619319985
A2898:250441916	12861	0.0400222812793687
A2900:250412807	18499	0.0575672328269218
A2901:250412808	19689	0.0612704063532765
A2903:250412809	16519	0.0514056499847516
A2904:250412810	19889	0.0618927884585462
A2905:250412811	36611	0.113930156280147
A2907:250412812	18998	0.0591200761795697
A2908:250441917	16482	0.0512905092952767
A2909:250412813	14721	0.0458104348583769
A2911:250412814	13652	0.0424838025057104
A2912:250412815	21622	0.0672857294007083
A2913:250412816	19304	0.0600723208006323
A2916:250412817	16828	0.0523672303373933
A2917:250412818	25655	0.079836064553472
A2918:250412819	28990	0.0902142861588444
A2919:250412820	19069	0.0593410218269404
A2920:250412821	17249	0.0536773446689861
A2921:250412822	17836	0.0555040361479527
A2922:250441918	30	9.33573157904564e-05
A2923:250412823	16480	0.051284285474224
A2925:250412824	14377	0.0447399376373131
A2926:250412825	12894	0.0401249743267382
A2927:250412826	27141	0.0844603635956259
A2929:250412827	19780	0.0615535902111743
A2930:250412828	13579	0.0422566330372869
A2931:250412829	18110	0.0563566996321722
A2932:250412831	15389	0.0478891910899778
A2933:250412832	13894	0.0432368848530867
A2934:250412833	9840	0.0306211995792697
A2935:250412834	25054	0.0779658063271365
A2936:250412835	17585	0.0547229466058392
A2938:250412836	13638	0.0424402357583415
A2939:250412837	19627	0.0610774679006429
A2940:250412839	19352	0.0602216925058971
A2941:250412840	15118	0.0470458633373373
A2942:250412841	15581	0.0484866779110367
A2943:250412842	15002	0.0466848817162809
A2944:250412843	20387	0.0634425199006678
A2945:250412844	16429	0.0511255780373803
A2946:250412845	10751	0.0334561500687732
A2947:250412846	15253	0.0474659712583944
A2948:250412847	19984	0.0621884199585494
A2949:250412848	15688	0.048819652337356
A2950:250412849	19566	0.0608876413585357
A2952:250412850	23092	0.0718602378744406
A2953:250412851	25476	0.0792790325692556
A2954:250412852	11144	0.0346791309056282
A2955:250412853	15604	0.0485582518531427
A2957:250412854	12417	0.0386405930056699
A2958:250412855	12897	0.0401343100583172
A2959:250412856	16234	0.0505187554847423
A2960:250412857	17963	0.0558992487847989
A2961:250412858	23094	0.0718664616954933
A2962:250412859	22436	0.069818824569156
A2963:250412860	19346	0.060203021042739
A2964:250412861	16018	0.049846582811051
A2965:250412862	13546	0.0421539399899174
A2966:250412863	16785	0.0522334181847603
A2967:250412864	21899	0.0681477286165068
A2968:250412865	14667	0.0456423916899541
A2972:250412866	18490	0.0575392256321846
A2973:250412867	18317	0.0570008651111263
A2974:250412868	11254	0.0350214410635265
A2975:250412869	17203	0.053534196784774
A2976:250412870	18867	0.058712415900618
A2977:250412871	18704	0.0582051744848232
A2978:250412872	9006	0.028025866200295
A2979:250412873	18562	0.0577632831900817
A2980:250412874	16363	0.0509201919426413
A2982:250412875	0	0
A2983:250412876	9909	0.0308359214055877
A2984:250412877	18036	0.0561264182532224
A2985:250412878	12691	0.0394932564898894
A2986:250412879	16714	0.0520124725373896
A2987:250412880	15695	0.0488414357110404
A2988:250412881	21248	0.0661218748638539
A2989:250412882	14592	0.045408998400478
A2990:250412914	19691	0.0612766301743292
A2991:250412915	17456	0.0543215101479402
A2993:250412916	13045	0.0405948728162168
A2994:250412917	18250	0.056792367105861
A2995:250412918	26829	0.0834894475114051
A2996:250412919	21337	0.0663988349006989
A2998:250412920	16834	0.0523859018005514
A2999:250412921	20058	0.0624187013374991
A3001:250412922	27630	0.0859820878430103
A3003:250412923	17136	0.0533256987795087
A3005:250412924	22413	0.06974725062705
A3007:250412925	15444	0.048060346168927
A3008:250412926	27601	0.0858918424377462
A3010:250412927	23373	0.0727346847323446
A3011:250412928	18277	0.0568763886900724
A3014:250412929	30297	0.0942815532167819
A3015:250412930	22386	0.0696632290428386
A3017:250412931	24184	0.0752584441692132
A3018:250412932	19950	0.0620826150006535
A3019:250412933	16541	0.0514741120163313
A3020:250412934	19777	0.0615442544795952
A3023:250412935	18658	0.0580620266006112
A3025:250412936	15483	0.0481817106794545
A3026:250412937	22562	0.0702109252954759
A3029:250412938	30188	0.0939423549694099
A3030:250412939	22799	0.0709484480902205
A3031:250412940	15977	0.0497189944794707
A3032:250412941	11048	0.0343803874950987
A3033:250412942	24712	0.0769015329271253
A3035:250412943	22726	0.0707212786217971
A3036:250412944	17589	0.0547353942479446
A3037:250412945	23136	0.0719971619376
A3038:250412946	20321	0.0632371338059288
A3039:250412947	18239	0.0567581360900711
A3040:250412948	18762	0.0583856652953514
A3042:250412949	16907	0.0526130712689749
A3043:250412950	18542	0.0577010449795547
A3044:250412951	17464	0.054346405432151
A3045:250412952	15850	0.0493237818426245
A3046:250412953	19680	0.0612423991585394
A3047:250412954	16748	0.0521182774952855
A3048:250412955	11328	0.0352517224424763
A3049:250412956	19399	0.0603679523006354
A3050:250412957	10876	0.0338451388845668
A3051:250412958	13753	0.0427981054688716
A3053:250412959	14976	0.0466039720425958
A3054:250412960	14023	0.0436383213109857
A3055:250441919	13698	0.0426269503899224
A3057:250412962	13987	0.0435262925320371
A3058:250412963	16145	0.0502417954478973
A3059:250412964	15054	0.046846701063651
A3060:250412966	25738	0.0800943531271589
A3063:250412967	17366	0.0540414382005689
A3064:250412968	20173	0.0627765710480292
A3068:250412969	18590	0.0578504166848195
A3069:250412970	20099	0.0625462896690794
A3070:250412971	16977	0.0528309050058193
A3071:250412972	23030	0.071667299421807
A3072:250412974	22189	0.0690501826691479
A3073:250441920	14179	0.044123779353096
A3074:250412975	17847	0.0555382671637425
A3076:250412976	20753	0.0645814791533114
A3078:250412977	0	0
A3080:250412978	27220	0.0847062045272074
A3081:250412979	9069	0.028221916563455
A3082:250412980	18463	0.0574552040479732
A3083:250412981	15950	0.0496349728952593
A3085:250412982	17120	0.0532759082110871
A3087:250412983	18162	0.0565185189795423
A3089:250412984	18838	0.0586221704953539
A3090:250412985	20527	0.0638781873743566
A3091:250412986	20694	0.0643978764322568
A3096:250412987	15652	0.0487076235584075
A3097:250412988	10968	0.0341314346529909
A3098:250412989	15699	0.0488538833531458
A3100:250412990	15019	0.0467377841952288
A3101:250412991	22330	0.069488962053363
A3102:250412992	18536	0.0576823735163967
A3104:250412993	17206	0.0535435325163531
A3105:250412994	19598	0.0609872224953788
A3106:250412995	14929	0.0464577122478574
A3107:250441921	16202	0.0504191743478992
A3108:250412996	12424	0.0386623763793543
A3109:250412997	16055	0.0499617235005259
A3111:250441922	13605	0.042337542710972
A3113:250412998	23892	0.0743497662955195
A3114:250412999	15874	0.0493984676952568
A3115:250413000	21612	0.0672546102954448
A3116:250413001	21712	0.0675658013480796
A3117:250413002	25743	0.0801099126797906
A3118:250413003	14392	0.0447866162952083
A3119:250413004	7534	0.0234451339055099
A3121:250413005	14071	0.0437876930162504
A3122:250413006	17091	0.053185662805823
A3123:250413007	16907	0.0526130712689749
A3124:250413008	17847	0.0555382671637425
A3125:250413009	14921	0.0464328169636467
A3126:250413041	24678	0.0767957279692294
A3128:250413042	18721	0.0582580769637711
A3130:250413043	14318	0.0445563349162585
A3131:250413044	15748	0.0490063669689369
A3132:250413045	28467	0.0885867569535641
A3133:250413046	21800	0.0678396494743983
A3135:250413047	21966	0.0683562266217722
A3136:250441923	14518	0.0451787170215282
A3137:250413048	25438	0.0791607799692543
A3138:250413049	26028	0.0809968071798
A3140:250413050	19303	0.060069208890106
A3150:250413051	21043	0.0654839332059525
A3153:250413052	17760	0.0552675309479502
A3156:250413053	18220	0.0566990097900705
A3168:250413054	26278	0.0817747848113871
A3169:250413055	18839	0.0586252824058803
A3172:250413056	29911	0.0930803557536114
A3173:250413057	24503	0.0762511436271184
A3184:250413058	23755	0.0739234345534097
A3186:250413059	18475	0.0574925469742894
A3189:250413060	17089	0.0531794389847703
A3190:250413061	1711	0.00532447891058236
A3193:250413062	19278	0.0599914111269473
A3197:250413063	20606	0.0641240283059381
A3207:250413064	18871	0.0587248635427234
A3218:250413065	37098	0.115445656706478
A3229:250413066	19309	0.0600878803532641
A3232:250413067	18138	0.0564438331269099
A3236:250413068	13838	0.0430626178636112
A3237:250413069	25350	0.0788869318429356
A3239:250413070	27873	0.086738282100913
A3241:250413071	18319	0.057007088932179
A3244:250413072	28303	0.0880764036272429
A3245:250413073	33142	0.103134938664244
A3248:250413074	20783	0.0646748364691018
A3249:250413075	22189	0.0690501826691479
A3251:250413076	25107	0.078130737585033
A3252:250413077	17416	0.0541970337268863
A3253:250413078	19215	0.0597953607637873
A3254:250413079	18445	0.0573991896584989
A3255:250413080	25439	0.0791638918797807
A3256:250413081	16013	0.0498310232584193
A3258:250413082	13509	0.0420387993004425
A3260:250413083	22237	0.0691995543744126
A3262:250413084	14027	0.0436507689530911
A3263:250413085	18132	0.0564251616637518
A3264:250413086	18734	0.0582985318006137
A3265:250413087	18969	0.0590298307743056
A3266:250413088	22784	0.0709017694323253
A3267:250413089	20471	0.0637039203848811
A3269:250413090	17563	0.0546544845742595
A3271:250413091	17554	0.0546264773795224
A3272:250413092	14311	0.044534551542574
A3273:250413093	31261	0.0972814349641819
A3275:250413094	19540	0.0608067316848506
A3276:250413095	20593	0.0640835734690956
A3277:250413096	20585	0.0640586781848848
A3278:250413097	17053	0.0530674102058218
A3279:250413098	18107	0.0563473639005931
A3280:250413099	25763	0.0801721508903176
A3281:250413101	23809	0.0740914777218325
A3283:250413102	20971	0.0652598756480554
A3284:250413103	19235	0.0598575989743143
A3285:250413104	24244	0.0754451588007942
A3286:250413105	28691	0.0892838249114662
A3287:250413106	10079	0.031364946195067
A3288:250413107	21476	0.0668313904638614
A3289:250413109	16732	0.0520684869268639
A3291:250413110	18771	0.0584136724900886
A3292:250413111	17009	0.0529304861426624
A3293:250413112	24679	0.0767988398797558
A3294:250413113	18367	0.0571564606374437
A3296:250413114	18301	0.0569510745427047
A3297:250413115	15096	0.0469774013057577
A3298:250413116	14610	0.0454650127899523
A3299:250413117	13963	0.0434516066794048
A3300:250413118	23411	0.0728529373323458
A3301:250413119	20077	0.0624778276374998
A3302:250441924	17221	0.0535902111742483
A3303:250413120	19264	0.0599478443795784
A3304:250413121	20541	0.0639217541217255
A3305:250413122	13196	0.0410647713056954
A3307:250413123	20096	0.0625369539375004
A3308:250413124	17636	0.054881654042683
A3309:250413125	24319	0.0756785520902703
A3310:250413126	17661	0.0549594518058417
A3313:250413127	20626	0.0641862665164651
A3314:250413128	21256	0.0661467701480647
A3315:250413129	23703	0.0737616152060396
A3316:250413130	16629	0.05174796014265
A3319:250413131	19601	0.0609965582269579
A3320:250413132	12405	0.0386032500793537
A3321:250413133	13816	0.0429941558320315
A3323:250413134	20968	0.0652505399164763
A3325:250413135	20406	0.0635016462006684
A3330:250413136	12486	0.038855314831988
A3335:250413168	21107	0.0656830954796388
A3339:250413169	15118	0.0470458633373373
A3342:250413170	18449	0.0574116373006043
A3343:250413171	12822	0.0399009167688411
A3344:250413172	20050	0.0623938060532884
A3345:250413173	20476	0.0637194799375128
A3347:250413174	19637	0.0611085870059064
A3348:250413175	22244	0.0692213377480971
A3349:250413176	27476	0.0855028536219527
A3350:250441925	18501	0.0575734566479745
A3352:250413177	21000	0.0653501210533195
A3353:250413178	16863	0.0524761472058155
A3357:250413179	17704	0.0550932639584747
A3358:250413180	17310	0.0538671712110933
A3361:250413181	19905	0.0619425790269678
A3362:250413182	15183	0.04724813752155
A3367:250413183	22855	0.071122715079696
A3368:250413184	25055	0.0779689182376628
A3372:250413185	26659	0.0829604227219259
A3373:250413186	21673	0.0674444368375521
A3375:250413187	15239	0.0474224045110255
A3377:250413188	15730	0.0489503525794626
A3378:250413189	20964	0.0652380922743709
A3379:250413190	15198	0.0472948161794452
A3383:250413191	20222	0.0629290546638203
A3385:250413192	30866	0.0960522303062742
A3386:250413193	18271	0.0568577172269143
A3387:250413194	14174	0.0441082198004643
A3389:250413195	10837	0.0337237743740392
A3390:250413196	21825	0.067917447237557
A3391:250413197	21509	0.0669340835112309
A3392:250413198	15763	0.0490530456268321
A3394:250413199	22342	0.0695263049796792
A3396:250413200	27319	0.0850142836693159
A3397:250413201	20311	0.0632060147006653
A3398:250413202	19833	0.0617185214690707
A3401:250413203	19316	0.0601096637269485
A3402:250413204	15885	0.0494326987110467
A3403:250413205	17007	0.0529242623216097
A3404:250413206	17107	0.0532354533742446
A3406:250413207	24324	0.075694111642902
A3407:250413208	16943	0.0527251000479234
A3409:250413209	13083	0.040713125416218
A3410:250413210	19728	0.0613917708638041
A3412:250413211	15329	0.0477024764583969
A3413:250413212	17039	0.0530238434584529
A3414:250413213	15300	0.0476122310531328
A3415:250413214	17254	0.0536929042216178
A3417:250413215	16758	0.0521493966005489
A3418:250413216	18750	0.0583483223690352
A3421:250413217	22668	0.0705407878112689
A3422:250413218	21269	0.0661872249849072
A3423:250413219	17738	0.0551990689163705
A3424:250413220	21810	0.0678707685796618
A3426:250413221	16315	0.0507708202373765
A3427:250413222	23356	0.0726817822533967
A3428:250413223	14471	0.0450324572267898
A3429:250413224	21014	0.0653936878006884
A3430:250413225	15063	0.0468747082583882
A3432:250413226	20817	0.0647806414269977
A3434:250413227	22528	0.0701051203375801
A3436:250413228	24623	0.0766245728902803
A3438:250413229	17437	0.0542623838479396
A3439:250413230	22179	0.0690190635638844
A3441:250413231	25916	0.0806482732008489
A3442:250413232	25178	0.0783516832324037
A3443:250413233	13886	0.0432119895688759
A3446:250413234	22533	0.0701206798902118
A3449:250441926	16675	0.051891108026862
A3450:250413236	16408	0.051060227916327
A3453:250413237	20359	0.0633553864059301
A3454:250413238	24671	0.076773944595545
A3455:250413239	24411	0.0759648478586944
A3456:250413240	24151	0.0751557511218438
A3457:250413241	18020	0.0560766276848008
A3459:250413242	14820	0.0461185140004855
A3460:250413244	19738	0.0614228899690676
A3461:250413245	22313	0.0694360595744151
A3462:250413246	19697	0.0612953016374873
A3464:250413247	19533	0.0607849483111662
A3466:250413248	27688	0.0861625786535386
A3470:250413249	11101	0.0345453187529952
A3472:250413250	19743	0.0614384495216993
A3473:250413251	22406	0.0697254672533655
A3476:250413252	22459	0.069890398511262
A3477:250413253	15370	0.0478300647899772
A3478:250413254	19083	0.0593845885743093
A3481:250413255	20576	0.0640306709901477
A3487:250413256	5333	0.0165958188370168
A3488:250413257	1563	0.00486391615268278
A3490:250413258	20145	0.0626894375532915
A3491:250413259	15387	0.0478829672689251
A3492:250413260	16027	0.0498745900057882
A3493:250413261	15232	0.0474006211373411
